annee_passage,date_passage,adresse,complement_d_adresse,code_postal,protection,voeu,resolution,siecle_de_construction,date_de_construction,designation,architecte,type_de_travaux_1,type_de_travaux_2,intervention,url_document_de_seance,doc_seance,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
1993,1993-07-05,11 rue Boileau,11-13 rue Boileau,75016,['Aucune'],"Voeu en faveur de la conservation sans modification de la maison à fronton triangulaire qui appartient à l'ensemble du ""hammeau Boileau"" construit sous Louis-Philippe, site inscrit qui fait l'objet de mesures de protection particulières",Vœu,XIX,,,,Démolition partielle,,,Non disponible,Non disponible,Feature,"[2.265623310370334, 48.84674458625032]",Point,2.265623310370334,48.84674458625032
1995,1995-05-09,4 rue Halévy,,75009,['Inscrit Monument historique'],,,XIX,,,,,,,Non disponible,Non disponible,Feature,"[2.3326279708956186, 48.87137237523111]",Point,2.3326279708956186,48.87137237523111
1994,1994-03-07,31 rue du Faubourg Poissonnière,,75010,['Aucune'],Renouvellement du voeu en faveur de la conservation de tous les éléments anciens et demande de protection particulière de deux escaliers d'époque Louis XVI,Vœu,XVIII,,,,Circulations intérieures,Protection,,Non disponible,Non disponible,Feature,"[2.349329424947973, 48.879153089821784]",Point,2.349329424947973,48.879153089821784
1994,1994-04-11,9 rue Henri Rochefort,,75017,['Aucune'],"Voeu en faveur de la conservation de la toiture de l'hôtel néo-Louis XVI et a demandé qu'aucune surélévation, ni modification ne vienne le dénaturer",Vœu,,,,,Surélévation,,,Non disponible,Non disponible,Feature,"[2.3072075657741715, 48.88194210285849]",Point,2.3072075657741715,48.88194210285849
1995,1995-02-06,11 rue du Conseiller Collignon,,75016,['Aucune'],,,XX,,,Weber & Michaud,,,,Non disponible,Non disponible,Feature,"[2.273023336522034, 48.85943862837629]",Point,2.273023336522034,48.85943862837629
1995,1995-01-09,45 rue des Petits Champs,,75001,['Inscrit Monument historique'],"Voeu en faveur de la conservation « in situ » d’un plafond peint dans la maison de Lulli sise 45, r. des Petits Champs et 47, r. Sainte Anne (1er)",Vœu,,,,,Décors,,,Non disponible,Non disponible,Feature,"[2.335685068248072, 48.866975414266015]",Point,2.335685068248072,48.866975414266015
1995,1995-02-06,34 rue Saint-Denis,,75001,['Aucune'],,,XVI,,maison du Croissant d'or,,,,,Non disponible,Non disponible,Feature,"[2.3484323416342234, 48.86025059547935]",Point,2.3484323416342234,48.86025059547935
1997,1997-10-07,9 rue Saint-Jacques,9-11 rue Saint-Jacques,75005,['Protection Ville de Paris'],"Voeu pour que le projet de destruction des deux maisons, datant de l’Ancien Régime, soit refusé en considération de leur caractère historique et de leur position en vis à vis du chevet de l’église Saint Séverin et dans le dernier tronçon de la rue Saint Jacques qui a conservé un ensemble homogène de maisons de la même époque",Vœu,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2023/04/11/octobre-1997-Pdd8.pdf,Disponible,Feature,"[2.3462819906961876, 48.85192111546024]",Point,2.3462819906961876,48.85192111546024
2003,2003-01-09,10 rue Georges Bizet,29 avenue Pierre 1er de Serbie / 10 rue Georges Bizet,75016,['Aucune'],La Commission autorise le projet de démolition partielle des planchers de ce bel immeuble à la condition d’obtenir l’assurance que les décors intérieurs seront conservés.,Vœu,,,,,Démolition partielle,Décors,,https://cdn.paris.fr/paris/2020/11/16/8705ff9f602d97410fd050194f8865c3.pdf,Disponible,Feature,"[2.2981379533754542, 48.867166195904446]",Point,2.2981379533754542,48.867166195904446
2003,2003-01-09,2 rue de la Roquette,2-4 rue de la Roquette / 1 passage du Cheval Blanc,75011,['Protection Ville de Paris'],"Considérant que de telles dégradations sont inadmissibles sur un édifice donnant sur la place de la Bastille, la Commission forme le vœu que ces façades soient ravalées, le cas échéant en ayant recours à une mise en demeure par la Ville.",Vœu,XVIII,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/16/8705ff9f602d97410fd050194f8865c3.pdf,Disponible,Feature,"[2.3704862307481314, 48.853346189338]",Point,2.3704862307481314,48.853346189338
2003,2003-05-07,99 rue de Patay,,75013,['Aucune'],"A l’occasion de la demande de démolition de cette maison précédée d’un jardin sur la rue, la Commission forme le vœu que le bâtiment futur respecte les gabarits environnants et que sa hauteur s’intègre aux proportions générales des immeubles avoisinants, sans dénaturer le front bâti existant.",Vœu,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/16/176e4d1bdcf60aa765dc9f6fe10da396.pdf,Disponible,Feature,"[2.371963438524172, 48.82718592714839]",Point,2.371963438524172,48.82718592714839
2003,2003-05-07,42 avenue des Champs-Elysées,,75008,['Aucune'],La Commission demande au pétitionnaire de mener une étude plus poussée sur la façade qu’il est question de conserver.,Vœu,XX,,,Laprade ; Bazin,Façade,Etude historique,,https://cdn.paris.fr/paris/2020/11/16/176e4d1bdcf60aa765dc9f6fe10da396.pdf,Disponible,Feature,"[2.307716839497755, 48.870108310467494]",Point,2.307716839497755,48.870108310467494
2003,2003-03-06,61 rue Duhesme,,75018,['Aucune'],"Ces deux pavillons qui, suivant un avis précédemment émis par la Commission, auraient dû être conservés, ont été démolis sans autorisation. La Commission proteste contre de telles pratiques et n’admet pas de ne pas avoir été mise au courant de la demande de démolition avant que celle-ci n’ait lieu.",Vœu,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/16/59acbfd0558df29f6c0c699705b0a994.pdf,Disponible,Feature,"[2.3422919803505056, 48.893176563790476]",Point,2.3422919803505056,48.893176563790476
2003,2003-03-06,18 rue Poissonnière,18 rue Poissonnière / 1 rue Beauregard / 1 rue Notre-Dame de Recouvrance,75002,['Protection Ville de Paris'],La Commission attire l’attention de l’architecte sur la nécessité de préserver le maximum d’éléments au cours de la remise en état de l’édifice.,Vœu,XVIII,,Hôtel de la Faille,Pierre Vigné de Vigny,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/16/59acbfd0558df29f6c0c699705b0a994.pdf,Disponible,Feature,"[2.3478658029192276, 48.86930803296121]",Point,2.3478658029192276,48.86930803296121
2003,2003-07-01,26 rue de Laghouat,,75018,['Aucune'],La Commission ne peut que constater leur état irrécupérable de délabrement avancé et regrette un défaut de réflexion sur la typologie du quartier de la Goutte d’Or.,Vœu,,,,,Démolition totale,Projet,,https://cdn.paris.fr/paris/2020/11/16/0e731837333c29bd720d93b7824bb713.pdf,Disponible,Feature,"[2.3543070760356963, 48.8879067427687]",Point,2.3543070760356963,48.8879067427687
2004,2004-03-09,62 rue de Richelieu,62 rue de Richelieu : 15-17 rue Vivienne,75002,['Aucune'],Les façades sont intactes et le projet ne concerne que les intérieurs ; la Commission ne s’y oppose pas étant donné qu’il n’y reste rien à protéger.,Vœu,XX,,,Le Maresquier,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2020/11/10/7cfe4b2914d8161978b6ce9b2b58a020.pdf,Disponible,Feature,"[2.3384570730090237, 48.86855702583011]",Point,2.3384570730090237,48.86855702583011
2003,2003-07-01,44 rue de Châteaudun,44-48 rue de Châteaudun / 49-57 rue Saint-Lazare,75009,['Aucune'],La réhabilitation de cet immeuble fait l’objet de négociations entre le pétitionnaire et la Commission qui espère que le projet sera encore amélioré.,Vœu,,,,,Projet,,,https://cdn.paris.fr/paris/2020/11/16/0e731837333c29bd720d93b7824bb713.pdf,Disponible,Feature,"[2.334639448636198, 48.876322025322786]",Point,2.334639448636198,48.876322025322786
2003,2003-07-01,19 rue de Turenne,19 rue de Turenne / Impasse de la Poissonnerie,75004,,"Le pétitionnaire souhaite restituer les combles de cet immeuble, qui comportaient à l’origine des lucarnes. La Commission s’en félicite.",Vœu,,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/16/0e731837333c29bd720d93b7824bb713.pdf,Disponible,Feature,"[2.3637482999694326, 48.855817163533565]",Point,2.3637482999694326,48.855817163533565
2004,2004-02-10,97 rue d'Avron,97 rue d'Avron / 67-67B rue des Pyrénées,75020,['Aucune'],"La Commission souhaite la conservation en l’état de ce bâtiment, afin de préserver le gabarit de cette maison de faubourg dans un quartier densifié à la fin du XIXe siècle.",Vœu,XIX,,,,Surélévation,,,https://cdn.paris.fr/paris/2020/11/10/1834d1c38b2b739b6706abd6406c294e.pdf,Disponible,Feature,"[2.405912104683771, 48.85275697119998]",Point,2.405912104683771,48.85275697119998
2004,2004-03-09,51 avenue Montaigne,51-55 avenue Montaigne / 10-10b rue de Marignan,75008,['Aucune'],"La proposition du commanditaire est d’épaissir le bâtiment et la Commission ne s’y oppose pas. En revanche,  étant donné que l’hôtel de la Païva est lui-même protégé au titre des Monuments Historiques, la Commission propose qu’il en soit de même pour ses écuries.",Vœu,XIX,,Écuries de l'Hôtel de la Païva,,Protection,,,https://cdn.paris.fr/paris/2020/11/10/7cfe4b2914d8161978b6ce9b2b58a020.pdf,Disponible,Feature,"[2.307591477349781, 48.86790057640805]",Point,2.307591477349781,48.86790057640805
2004,2004-09-14,1 rue de Thionville,1 rue de Thionville ; 152 rue de Crimée,75019,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/10/09344ac657dfc45bd54e33bd673e973c.pdf,Disponible,Feature,"[2.380422341557614, 48.887723292646704]",Point,2.380422341557614,48.887723292646704
2004,2004-02-10,25 rue Madame,,75006,['Aucune'],Le projet d’installation d’un ascenseur dans le jour central de l’escalier fera disparaître l’ensemble du garde-corps et la composition générale. La Commission émet donc un vœu défavorable à la transformation.,Vœu,XIX,,,,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2020/11/10/1834d1c38b2b739b6706abd6406c294e.pdf,Disponible,Feature,"[2.3318623958118625, 48.84987785319932]",Point,2.3318623958118625,48.84987785319932
2004,2004-03-09,28 Rue du Rendez-Vous,"28 Rue du Rendez-Vous / 1-5, 2-2B & 11-13 Cité Debergue",75012,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/10/7cfe4b2914d8161978b6ce9b2b58a020.pdf,Disponible,Feature,"[2.403809056918126, 48.84558292950049]",Point,2.403809056918126,48.84558292950049
2004,2004-03-09,39 quai Panhard et Levassor,39-87 quai Panhard et Levassor  / 24-36 rue Watt,75013,['Aucune'],"A titre préventif, la Commission émet un vœu pour la conservation de la structure intérieure et des planchers de cette Halle.",Vœu,XX,1917,Grands Moulins de Paris,Georges Wybo ; Honneger,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/11/10/7cfe4b2914d8161978b6ce9b2b58a020.pdf,Disponible,Feature,"[2.3833980238561603, 48.82907500415431]",Point,2.3833980238561603,48.82907500415431
2004,2004-09-14,3 bis rue de La Baume,3bis-5 rue de La Baume,75008,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/10/09344ac657dfc45bd54e33bd673e973c.pdf,Disponible,Feature,"[2.310587326948521, 48.87442085013365]",Point,2.310587326948521,48.87442085013365
2004,2004-05-18,182 rue de Rivoli,182 rue de Rivoli / 167 rue Saint-Honoré / 2 rue de l'Echelle,75001,['Protection Ville de Paris'],La Commission maintient son vœu en faveur du respect de l’ordonnancement de la rue de Rivoli.,Vœu,,,,,Projet,,,https://cdn.paris.fr/paris/2020/11/10/534122de51cc7b1af40d2ea4297db5da.pdf,Disponible,Feature,"[2.334148135929303, 48.86323256616792]",Point,2.334148135929303,48.86323256616792
2004,2004-05-18,30 rue de Saint-Quentin,30 rue de Saint-Quentin / 150 rue de La Fayette,75010,['Aucune'],"La Commission renouvelle un vœu émis en octobre 2003 pour conserver les souches de cheminées et les châssis de toit ainsi que les profils de l’étage en retiré et de la toiture, à l’occasion de la réhabilitation de l’immeuble.",Vœu,XIX,,,,Surélévation,,,https://cdn.paris.fr/paris/2020/11/10/534122de51cc7b1af40d2ea4297db5da.pdf,Disponible,Feature,"[2.3559264373513527, 48.87881856588297]",Point,2.3559264373513527,48.87881856588297
2004,2004-09-14,21 rue Ganneron,,75018,['Aucune'],"La Commission accepte cette importante transformation mais souligne l’intérêt du placage de pierre, du porche et du groupe sculpté. Ainsi, elle émet un vœu pour que soient conservées la travée de la porte d’entrée et ses charmantes sculptures",Vœu,,,lycée Lenoir,,Façade,Décors,,https://cdn.paris.fr/paris/2020/11/10/09344ac657dfc45bd54e33bd673e973c.pdf,Disponible,Feature,"[2.32811705172076, 48.887029746655486]",Point,2.32811705172076,48.887029746655486
2004,2004-09-14,33 boulevard Malesherbes,,75017,['Aucune'],"Afin de rester dans la logique haussmannienne et de respecter la situation réglementaire des premières opérations du début du Second Empire, la Commission a formé le vœu que la toiture de l’édifice soit préservée dans son état actuel et s’est opposée à la suppression des tabatières, ainsi qu’à la modification de sa pente, afin de conserver son aspect d’origine.",Vœu,XIX,,,,Surélévation,,,https://cdn.paris.fr/paris/2020/11/10/09344ac657dfc45bd54e33bd673e973c.pdf,Disponible,Feature,"[2.308416271467661, 48.884215417813564]",Point,2.308416271467661,48.884215417813564
2004,2004-10-12,4 avenue Hoche,4-4B avenue Hoche ; 21 avenue Beaucour,75008,['Aucune'],,Pas de résolution,XIX,1892,,Eugène Ricard ; Bastien Le Foll,Protection,Démolition partielle,,https://cdn.paris.fr/paris/2020/11/10/410c2c9cb861487519ef46a8436a6f17.pdf,Disponible,Feature,"[2.3042106400565823, 48.87780430684471]",Point,2.3042106400565823,48.87780430684471
2004,2004-11-04,4 rue Blaise Desgoffe,,75006,['Aucune'],,Pas de résolution,XX,1914,,Hennequet frères,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/10/0b33efa05ef2648772beb2ddcaba5357.pdf,Disponible,Feature,"[2.3242778074163013, 48.845972033685634]",Point,2.3242778074163013,48.845972033685634
2004,2004-12-09,190 rue de Rivoli,,75001,['Protection Ville de Paris'],,Pas de résolution,XIX,,,Percier / Fontaine,Démolition partielle,,,https://cdn.paris.fr/paris/2020/11/10/53f1c16f2600c1f0b558c178f2cc0897.pdf,Disponible,Feature,"[2.3328831245829376, 48.86364355600706]",Point,2.3328831245829376,48.86364355600706
2005,2005-09-20,20 rue La Fayette,20 rue La Fayette  / 11 rue Pillet-Will,75009,['Protection Ville de Paris'],,Pas de résolution,XX,,,Joseph Cassien-Bernard ; Paul Friésé,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3359953250804204, 48.87369357509867]",Point,2.3359953250804204,48.87369357509867
2005,2005-05-12,4 rue de l'Oratoire,,75001,['Protection Ville de Paris'],,Pas de résolution,XIX,,maison presbytérale du temple de l'Oratoire,Charles Percier ; Pierre Fontaine,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3402490997915715, 48.861516844772]",Point,2.3402490997915715,48.861516844772
2005,2005-04-21,12 rue Cuvier,12-12b rue Cuvier  / 1-7 rue Jussieu,75005,['Aucune'],,Pas de résolution,XIX,,îlot Cuvier,,Démolition totale,,,Bientôt disponible,Bientôt disponible,Feature,"[2.356407064274957, 48.84461531261527]",Point,2.356407064274957,48.84461531261527
2005,2005-04-21,2 passage Sainte-Avoie,2 passage Sainte-Avoie  / 4-6 rue Rambuteau,75003,['Plan de sauvegarde et de mise en valeur'],,Pas de résolution,XIX,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.35639857645093, 48.86048996673121]",Point,2.35639857645093,48.86048996673121
2005,2005-04-21,120 avenue de Choisy,120-126 avenue de Choisy  / 18-24 rue du Docteur Magnan,75013,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3598443492868926, 48.82653443539272]",Point,2.3598443492868926,48.82653443539272
2005,2005-10-20,11 rue de Laborde,,75008,['Aucune'],"Vœu en faveur de la conservation des structures et de la distribution du 11, rue de Laborde (8e arr.)La Commission du vieux Paris, réunie le 20 octobre 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a demandé la conservation des structures (notamment du refend transversal) ainsi que de la distribution intérieure - dont le maintien, dans leur situation d’origine, de l'escalier d’honneur et de l'escalier de service - du bâtiment de la fin du Second Empire au 11, rue de Laborde (8e arr.).",Vœu,XIX,,,,Circulations intérieures,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3217949119615056, 48.875704367951215]",Point,2.3217949119615056,48.875704367951215
2007,2007-06-12,28 boulevard Grenelle,28-32 boulevard Grenelle  / 2-4 rue Saint-Charles,75015,['Aucune'],,Pas de résolution,XX,1959 ; 1961,,Pierre Dufau ; Noël Combrisson,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/5f5a709b9b2491a8253c4518361db5c0.pdf,Disponible,Feature,"[2.2901757589134077, 48.85271660337785]",Point,2.2901757589134077,48.85271660337785
2005,2005-10-20,19 rue d'Alsace-Lorraine,40-40B-40T rue Manin / 19 rue d'Alsace-Lorraine  / 9-11b-13 rue de la Solidarité,75019,['Protection Ville de Paris'],,Pas de résolution,XX,,,Louis-Paul Nessi,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3914232144936136, 48.88406946832364]",Point,2.3914232144936136,48.88406946832364
2006,2006-07-13,3 rue Charles Divry,2-2b place Ferdinand Brunot / 3 rue Charles Divry / 1 rue Durouchoux  / 2 rue Saillard,75014,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 13 juillet 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu pour la recherche d’une meilleure implantation de l’ascenseur et la conservation de la cour avec sa voûte en béton translucide des années Trente dans la Mairie du 14e arrondissement. Anciennement mairie de Montrouge - avant son annexion à la ville de Paris en 1860, - elle a été conçue en 1852-1858 par Claude Naissant (1801-1879), agrandie en 1886-1889 par l’architecte Emile Auburtin et elle est aujourd’hui protégée au titre du Plan Local d’Urbanisme).",Vœu,XIX,1852,Mairie du 14e arrondissement,Claude Naissant  ; Emile Auburtin,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2019/07/24/34d7007b0231e20c39d8426762330ca5.pdf,Disponible,Feature,"[2.326956618977929, 48.83317256449396]",Point,2.326956618977929,48.83317256449396
2005,2005-07-05,10 rue Jacob,,75006,['Aucune'],"Vœu contre la modification de la toiture de l'immeuble situé 10, rue Jacob (6e arr.)La Commission du vieux Paris, réunie le 5 juillet 2005 à l'Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a formé le voeu que soit préservée la charpente d'origine de l'immeuble situé 10, rue Jacob (6e arr.) considérant qu'il constituait un rare témoin pour ce quartier d'une maison du 17e siècle non surélevée.",Vœu,XVII,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3360530252126526, 48.8548393778429]",Point,2.3360530252126526,48.8548393778429
2005,2005-10-20,7 passage Piver,7-9 passage Piver,75011,['Aucune'],,Pas de résolution,XIX,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.37452927285704, 48.870391369070795]",Point,2.37452927285704,48.870391369070795
2005,2005-10-20,7 rue Broussais,7-23 rue Broussais / 1-11 rue Cabanis / 2-2q rue d'Alésia  / 68-106 rue de la Santé,75014,['Inscrit Monument historique'],"La Commission du vieux Paris, réunie le 20 octobre 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a pris connaissance de l'étude historique réalisée par l'Architecte en Chef des Monuments historiques sur l’hôpital Sainte-Anne (14e arr.), construit entre 1863 et 1867 par Charles Auguste Questel, et approuvé le projet d'aménagement proposé sur ce site.",Vœu,XVII,1863,hôpital Sainte-Anne,Charles Auguste Questel,,Etude historique,,Bientôt disponible,Bientôt disponible,Feature,"[2.3367752570911686, 48.830212099572904]",Point,2.3367752570911686,48.830212099572904
2010,2010-07-22,25 rue Michel Le Comte,,75003,['Plan de sauvegarde et de mise en valeur'],,Pas de résolution,XVII,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/ce10c0da174651f2cbc3ba0b74147a18.pdf,Disponible,Feature,"[2.3550437710189556, 48.86248068626399]",Point,2.3550437710189556,48.86248068626399
